datetime,temp,pressure,humidity,gas,lyd,lys
2023-11-20 08:26:47,17.95,1008.28,25.07,26.64,270.0,535.0
2023-11-20 08:26:48,17.96,1008.28,25.05,27.35,270.0,534.0
2023-11-20 08:26:49,17.95,1008.29,25.02,27.88,269.0,533.0
2023-11-20 08:26:50,17.95,1008.29,25.02,27.88,269.0,533.0
2023-11-20 08:26:51,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:52,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:53,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:54,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:55,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:56,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:57,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:58,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:26:59,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:00,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:01,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:02,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:03,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:04,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:05,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:06,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:07,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:08,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:09,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:10,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:11,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:12,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:13,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:14,17.94,1008.3,25.01,28.5,270.0,534.0
2023-11-20 08:27:15,17.895,1008.31,25.21,32.91,268.5,533.0
2023-11-20 08:27:16,17.9,1008.31,25.28,33.47,269.0,535.0
2023-11-20 08:27:17,17.9,1008.31,25.28,33.47,269.0,535.0
2023-11-20 08:27:18,17.9,1008.31,25.29,34.18,269.0,535.0
2023-11-20 08:27:19,17.9,1008.31,25.31,34.66,269.0,534.0
2023-11-20 08:27:20,17.9,1008.31,25.31,34.66,269.0,534.0
2023-11-20 08:27:21,17.89,1008.31,25.32,35.12,269.0,534.0
2023-11-20 08:27:22,17.89,1008.32,25.32,35.15,268.0,535.0
2023-11-20 08:27:23,17.89,1008.31,25.31,35.5,269.0,533.0
2023-11-20 08:27:24,17.89,1008.31,25.31,35.5,269.0,533.0
2023-11-20 08:27:25,17.89,1008.31,25.31,35.84,269.0,533.0
2023-11-20 08:27:26,17.89,1008.31,25.31,36.4,269.0,532.0
2023-11-20 08:27:27,17.88,1008.32,25.31,36.55,269.0,533.0
2023-11-20 08:27:28,17.88,1008.32,25.31,36.55,269.0,533.0
2023-11-20 08:27:29,17.88,1008.32,25.31,37.1,269.0,534.0
2023-11-20 08:27:30,17.88,1008.33,25.28,37.73,269.0,533.0
2023-11-20 08:27:31,17.88,1008.33,25.29,37.5,268.0,532.0
2023-11-20 08:27:32,17.88,1008.33,25.29,37.5,268.0,532.0
2023-11-20 08:27:33,17.88,1008.34,25.28,38.35,269.0,532.0
2023-11-20 08:27:34,17.88,1008.33,25.3,38.35,269.0,534.0
